policy,knowledge,objective,min_gain_sec,max_count_imbalance,p50,p95,p99,ttft_p50,ttft_p95,ttft_p99,tokens_per_sec,mean_gpu_busy,mean_slot_occupancy,pending_p95,waiting_p95,waiting_fraction,assignments,max_pending,overrides,seed
guarded_ttft_oracle,oracle,ttft,0.25,0,9.160806902746316,35.52448593135449,42.22537703074738,0.09091767013920737,8.680356443725513,12.566550486246099,708.1700379807844,0.9266466289006804,0.5468428212186096,82.05000000000001,34.05000000000001,0.79,"[156, 144]","[48, 49]",19,0
guarded_ttft_helix,helix,ttft,0.75,0,9.318976325979902,35.97012712791073,44.28848613425974,0.09091767013920737,8.801556542046526,12.368954780000772,712.4566926829666,0.934644980959149,0.5486014197759965,82.05000000000001,34.05000000000001,0.7866666666666666,"[153, 147]","[48, 49]",7,0
guarded_ttft_oracle,oracle,ttft,0.75,0,9.375892484791365,35.440445304294805,42.80940724404422,0.089875207488614,8.795342826098306,12.587776756967111,721.1624949936622,0.9499237485163345,0.5552916408291916,83.0,35.0,0.7866666666666666,"[154, 146]","[49, 49]",18,0
guarded_ttft_helix,helix,ttft,0.0,1,9.320784893191881,36.70432013176967,44.629105115790594,0.09166523943972216,9.503161524463831,13.702727686579882,718.159620451618,0.943712486066276,0.5538769650579434,83.0,35.0,0.78,"[145, 155]","[47, 49]",116,0
guarded_ttft_oracle,oracle,ttft,0.0,1,9.274601806804917,37.17788067524768,44.20509424960825,0.08915580980901794,9.544387285630835,13.923643330471023,725.8361828154362,0.9506513742924899,0.5603092260312013,82.05000000000001,34.05000000000001,0.78,"[144, 156]","[47, 48]",114,0
guarded_ttft_helix,helix,ttft,0.25,1,9.305815049332798,35.47598426122229,43.344176321025834,0.09518530705091166,8.706617525532026,12.54889635669657,727.0781351127798,0.9578142282536051,0.5595504989452469,83.0,35.0,0.7933333333333333,"[153, 147]","[49, 49]",32,0
guarded_ttft_oracle,oracle,ttft,0.25,1,9.31443001441505,35.83335604387305,43.94059245686718,0.09371276144114127,8.67640653899179,12.588035068019689,730.0196459731903,0.9618861587710531,0.5625158760496114,82.05000000000001,34.05000000000001,0.7866666666666666,"[150, 150]","[48, 49]",38,0
guarded_ttft_helix,helix,ttft,0.75,1,9.313752473008668,36.59791002287941,44.22576293628846,0.09091767013920737,9.17274762845677,12.364465157493186,724.3645581570627,0.9542332485891547,0.5582968694941806,82.05000000000001,34.05000000000001,0.7866666666666666,"[153, 147]","[48, 49]",27,0
guarded_ttft_oracle,oracle,ttft,0.75,1,9.319743766316128,35.4326548749382,42.87138480024812,0.09091767013920737,8.795342826098306,12.594771476203398,724.2349548438343,0.9539211111222983,0.5576565740792203,82.05000000000001,34.05000000000001,0.7866666666666666,"[153, 147]","[48, 49]",17,0
guarded_ttft_helix,helix,ttft,0.0,2,9.356403736248343,36.375692556865914,43.66725504999279,0.09247864388962768,9.214118247476867,13.501247134816374,712.0522985293061,0.9259573840374338,0.552454916870802,83.0,35.0,0.7766666666666666,"[149, 151]","[48, 50]",120,0
guarded_ttft_oracle,oracle,ttft,0.0,2,9.426054051025368,35.57467576661126,43.65370936945908,0.09301720942615965,8.852017770947304,12.31762156132783,728.4426600315609,0.9479056616053367,0.5621134092526282,82.05000000000001,34.05000000000001,0.7733333333333333,"[150, 150]","[50, 47]",125,0
guarded_ttft_helix,helix,ttft,0.25,2,9.245646123776373,35.51862777157661,43.84275717683093,0.092033383399869,8.708738841336414,12.5459535328117,728.7655927997597,0.9601399890830794,0.5605524510139652,83.0,35.0,0.7866666666666666,"[154, 146]","[50, 48]",43,0
guarded_ttft_oracle,oracle,ttft,0.25,2,9.314728695125728,35.672382631760605,45.11724326646383,0.092033383399869,8.677005453993994,12.569130483127815,702.8018011345022,0.9200920375839581,0.5455363560719972,82.05000000000001,34.05000000000001,0.79,"[152, 148]","[47, 50]",37,0
guarded_ttft_helix,helix,ttft,0.75,2,9.313752473008668,36.54053512173893,44.99841334423124,0.09091767013920737,8.812968597792842,12.364465157493186,707.4325344678591,0.9281554273374488,0.5466605071378707,82.05000000000001,34.05000000000001,0.7866666666666666,"[152, 148]","[47, 50]",28,0
guarded_ttft_oracle,oracle,ttft,0.75,2,9.319743766316128,35.42273126101825,43.3532385915354,0.09091767013920737,8.795342826098306,12.594771476203398,727.234289946257,0.95784014595843,0.560164442970136,82.05000000000001,34.05000000000001,0.7866666666666666,"[152, 148]","[47, 50]",18,0
guarded_completion_helix,helix,completion,0.0,0,9.27887225379584,35.3956315564776,44.299090286140704,0.1010342652197771,8.673552239738804,13.85251644303408,730.8154056695181,0.9577595636678903,0.5621504158074135,84.0,36.0,0.8,"[151, 149]","[50, 49]",90,0
guarded_completion_oracle,oracle,completion,0.0,0,9.188479845086345,36.5866714133225,43.97724331862477,0.09063406564683163,8.643839791861915,13.064544035657537,730.4891658284494,0.9625680592351451,0.562401533373639,82.05000000000001,34.05000000000001,0.7966666666666666,"[147, 153]","[48, 48]",79,0
guarded_completion_helix,helix,completion,0.25,0,9.108169065647015,36.77985035439095,43.12206286388177,0.09257845647043617,8.447881318930602,13.652592457149563,723.2228630523707,0.9458810222508335,0.5573645867855158,84.0,36.0,0.78,"[152, 148]","[50, 49]",35,0
